Airline,Airline ID,Source airport,Destination airport
TO,8745,DLM,BRS
TO,8745,DLM,CWL
TO,8745,DLM,EMA
TO,8745,DLM,GLA
TO,8745,DLM,LBA
TO,8745,DLM,LGW
TO,8745,DLM,LTN
TO,8745,DLM,MAN
TO,8745,DLM,NCL
TO,8745,DLM,STN
TO,8745,DSA,PMI
TO,8745,EDI,PMI
TO,8745,EMA,ALC
TO,8745,EMA,DLM
TO,8745,EMA,FAO
TO,8745,EMA,IBZ
TO,8745,EMA,MAH
TO,8745,EMA,PMI
TO,8745,EMA,RHO
TO,8745,EXT,FAO
TO,8745,EXT,PMI
TO,8745,FAO,BHX
TO,8745,FAO,EMA
TO,8745,FAO,GLA
TO,8745,FAO,LGW
TO,8745,FAO,LTN
TO,8745,FAO,MAN
TO,8745,FAO,NCL
TO,8745,FAO,ORY
TO,8745,FAO,STN
TO,8745,FCO,NTE
TO,8745,FCO,VCE
TO,8745,FNC,BHX
TO,8745,FNC,LGW
TO,8745,FNC,MAN
TO,8745,FNC,OPO
TO,8745,GLA,AGP
TO,8745,GLA,ALC
TO,8745,GLA,BJV
TO,8745,GLA,DLM
TO,8745,GLA,FAO
TO,8745,GLA,IBZ
TO,8745,GLA,PMI
TO,8745,GLA,RHO
TO,8745,HER,BHX
TO,8745,HER,LGW
TO,8745,HER,LYS
TO,8745,HER,MAN
TO,8745,HER,NTE
TO,8745,HER,ORY
TO,8745,IBZ,EMA
TO,8745,IBZ,LBA
TO,8745,IBZ,LTN
TO,8745,IBZ,MAN
TO,8745,IBZ,NCL
TO,8745,IBZ,ORY
TO,8745,IBZ,STN
TO,8745,JMK,LGW
TO,8745,KGS,LGW
TO,8745,LBA,DLM
TO,8745,LBA,IBZ
TO,8745,LBA,PMI
TO,8745,LEI,MAN
TO,8745,LGW,ADB
TO,8745,LGW,AGP
TO,8745,LGW,ALC
TO,8745,LGW,AYT
TO,8745,LGW,BJV
TO,8745,LGW,CFU
TO,8745,LGW,CHQ
TO,8745,LGW,CTA
TO,8745,LGW,DBV
TO,8745,LGW,DLM
TO,8745,LGW,FAO
TO,8745,LGW,FNC
TO,8745,LGW,HER
TO,8745,LGW,IBZ
TO,8745,LGW,JMK
TO,8745,LGW,JTR
TO,8745,LGW,KGS
TO,8745,LGW,MAH
TO,8745,LGW,MLA
TO,8745,LGW,NAP
TO,8745,LGW,PMI
TO,8745,LGW,PVK
TO,8745,LGW,RHO
TO,8745,LGW,SKG
TO,8745,LGW,VCE
TO,8745,LGW,VRN
TO,8745,LGW,ZTH
TO,8745,LIL,VCE
TO,8745,LIS,NTE
TO,8745,LIS,ORY
TO,8745,LTN,AGP
TO,8745,LTN,AYT
TO,8745,LTN,DLM
TO,8745,LTN,FAO
TO,8745,LTN,IBZ
TO,8745,LTN,PMI
TO,8745,LTN,REU
TO,8745,LYS,ATH
TO,8745,LYS,HER
TO,8745,LYS,OPO
TO,8745,LYS,SVQ
TO,8745,MAH,EMA
TO,8745,MAH,LGW
TO,8745,MAH,MAN
TO,8745,MAN,ADB
TO,8745,MAN,AGP
TO,8745,MAN,ALC
TO,8745,MAN,AYT
TO,8745,MAN,BJV
TO,8745,MAN,CFU
TO,8745,MAN,CTA
TO,8745,MAN,DBV
TO,8745,MAN,DLM
TO,8745,MAN,FAO
TO,8745,MAN,FNC
TO,8745,MAN,HER
TO,8745,MAN,IBZ
TO,8745,MAN,JTR
TO,8745,MAN,KGS
TO,8745,MAN,LEI
TO,8745,MAN,MAH
TO,8745,MAN,NAP
TO,8745,MAN,PMI
TO,8745,MAN,PUY
TO,8745,MAN,PVK
TO,8745,MAN,REU
TO,8745,MAN,RHO
TO,8745,MAN,VCE
TO,8745,MAN,VRN
TO,8745,MAN,ZTH
TO,8745,MLA,LGW
TO,8745,MLA,NTE
TO,8745,MLA,ORY
TO,8745,NAP,LGW
TO,8745,NAP,MAN
TO,8745,NAP,ORY
TO,8745,NCL,AGP
TO,8745,NCL,ALC
TO,8745,NCL,DLM
TO,8745,NCL,FAO
TO,8745,NCL,HER
TO,8745,NCL,IBZ
TO,8745,NCL,PMI
TO,8745,NCL,RHO
TO,8745,NTE,ATH
TO,8745,NTE,FCO
TO,8745,NTE,HER
TO,8745,NTE,LIS
TO,8745,NTE,MLA
TO,8745,NTE,OPO
TO,8745,NTE,SVQ
TO,8745,NTE,TXL
TO,8745,NTE,VCE
TO,8745,OPO,FNC
TO,8745,OPO,LYS
TO,8745,OPO,NTE
TO,8745,OPO,ORY
TO,8745,ORY,AGP
TO,8745,ORY,ATH
TO,8745,ORY,AYT
TO,8745,ORY,BJV
TO,8745,ORY,BUD
TO,8745,ORY,CTA
TO,8745,ORY,DBV
TO,8745,ORY,FAO
TO,8745,ORY,HER
TO,8745,ORY,IBZ
TO,8745,ORY,LIS
TO,8745,ORY,MLA
TO,8745,ORY,NAP
TO,8745,ORY,OPO
TO,8745,ORY,PMO
TO,8745,ORY,PRG
TO,8745,ORY,PSA
TO,8745,ORY,SAW
TO,8745,ORY,SVQ
TO,8745,ORY,VCE
TO,8745,PMI,BHX
TO,8745,PMI,BOH
TO,8745,PMI,BRS
TO,8745,PMI,CWL
TO,8745,PMI,DSA
TO,8745,PMI,EDI
TO,8745,PMI,EMA
TO,8745,PMI,EXT
TO,8745,PMI,GLA
TO,8745,PMI,LBA
TO,8745,PMI,LGW
TO,8745,PMI,LTN
TO,8745,PMI,MAN
TO,8745,PMI,NCL
TO,8745,PMI,STN
TO,8745,PMO,ORY
TO,8745,PRG,ORY
TO,8745,PSA,ORY
TO,8745,PUY,MAN
TO,8745,PVK,LGW
TO,8745,PVK,MAN
TO,8745,REU,BRS
TO,8745,REU,MAN
TO,8745,RHO,EMA
TO,8745,RHO,LGW
TO,8745,RHO,MAN
TO,8745,RHO,NCL
TO,8745,RHO,STN
TO,8745,SAW,ORY
TO,8745,STN,DLM
TO,8745,STN,FAO
TO,8745,STN,IBZ
TO,8745,STN,KGS
TO,8745,STN,MAH
TO,8745,STN,PMI
TO,8745,STN,RHO
TO,8745,SVQ,LYS
TO,8745,SVQ,NTE
TO,8745,SVQ,ORY
TO,8745,TXL,NTE
TO,8745,VCE,LGW
TO,8745,VCE,LIL
TO,8745,VCE,MAN
TO,8745,VCE,NTE
TO,8745,VCE,ORY
TO,8745,VRN,LGW
TO,8745,VRN,MAN
TO,8745,ZTH,LGW
TOM,5013,AYT,BHX
TOM,5013,AYT,BRS
TOM,5013,AYT,LGW
TOM,5013,AYT,MAN
TOM,5013,BHX,AYT
TOM,5013,BHX,DLM
TOM,5013,BHX,PMI
TOM,5013,BRS,PMI
TOM,5013,DLM,BHX
TOM,5013,DLM,LGW
TOM,5013,DLM,MAN
TOM,5013,DSA,PMI
TOM,5013,EMA,PMI
TOM,5013,EXT,PMI
TOM,5013,FNC,GLA
TOM,5013,GLA,FNC
TOM,5013,GLA,PMI
TOM,5013,HER,BHX
TOM,5013,LGW,AYT
TOM,5013,LGW,DLM
TOM,5013,LGW,PMI
TOM,5013,LGW,PVK
TOM,5013,LGW,RHO
TOM,5013,MAN,DLM
TOM,5013,MAN,MLA
TOM,5013,MAN,NAP
TOM,5013,MAN,PMI
TOM,5013,MAN,RHO
TOM,5013,MLA,MAN
TOM,5013,NAP,MAN
TOM,5013,NCL,DLM
TOM,5013,NCL,PMI
TOM,5013,PMI,BHX
TOM,5013,PMI,BRS
TOM,5013,PMI,DSA
TOM,5013,PMI,EMA
TOM,5013,PMI,EXT
TOM,5013,PMI,GLA
TOM,5013,PMI,LGW
TOM,5013,PMI,MAN
TOM,5013,PMI,NCL
TOM,5013,PVK,LGW
TOM,5013,RHO,LGW
TOM,5013,RHO,MAN
TOM,5013,STN,PMI
TP,4869,AGP,LIS
TP,4869,AMS,LIS
TP,4869,AMS,OPO
TP,4869,ARN,LIS
TP,4869,BCN,LIS
TP,4869,BCN,OPO
TP,4869,BIO,LIS
TP,4869,BLQ,LIS
TP,4869,BLQ,ZAG
TP,4869,BOD,LIS
TP,4869,BRU,FAO
TP,4869,BRU,LIS
TP,4869,BRU,OPO
TP,4869,BUD,LIS
TP,4869,CPH,LIS
TP,4869,DUS,LIS
TP,4869,FAO,BRU
TP,4869,FAO,FRA
TP,4869,FAO,LIS
TP,4869,FAO,MUC
TP,4869,FCO,LIS
TP,4869,FCO,OPO
TP,4869,FNC,LGW
TP,4869,FNC,LIS
TP,4869,FNC,OPO
TP,4869,FNC,VIE
TP,4869,FRA,FAO
TP,4869,FRA,LIS
TP,4869,FRA,OPO
TP,4869,GVA,LIS
TP,4869,GVA,OPO
TP,4869,HAM,LIS
TP,4869,HEL,LIS
TP,4869,KBP,LIS
TP,4869,LCG,LIS
TP,4869,LGW,FNC
TP,4869,LGW,LIS
TP,4869,LGW,OPO
TP,4869,LHR,LIS
TP,4869,LIS,AGP
TP,4869,LIS,AMS
TP,4869,LIS,ARN
TP,4869,LIS,BCN
TP,4869,LIS,BIO
TP,4869,LIS,BLQ
TP,4869,LIS,BOD
TP,4869,LIS,BRU
TP,4869,LIS,BUD
TP,4869,LIS,CPH
TP,4869,LIS,DUS
TP,4869,LIS,FAO
TP,4869,LIS,FCO
TP,4869,LIS,FNC
TP,4869,LIS,FRA
TP,4869,LIS,GVA
TP,4869,LIS,HAM
TP,4869,LIS,HEL
TP,4869,LIS,KBP
TP,4869,LIS,LCG
TP,4869,LIS,LGW
TP,4869,LIS,LHR
TP,4869,LIS,LUX
TP,4869,LIS,LYS
TP,4869,LIS,MAD
TP,4869,LIS,MAN
TP,4869,LIS,MRS
TP,4869,LIS,MUC
TP,4869,LIS,MXP
TP,4869,LIS,NCE
TP,4869,LIS,OPO
TP,4869,LIS,ORY
TP,4869,LIS,OSL
TP,4869,LIS,OTP
TP,4869,LIS,PRG
TP,4869,LIS,PXO
TP,4869,LIS,SVQ
TP,4869,LIS,SXF
TP,4869,LIS,TLS
TP,4869,LIS,VCE
TP,4869,LIS,VIE
TP,4869,LIS,VLC
TP,4869,LIS,WAW
TP,4869,LIS,ZRH
TP,4869,LUX,LIS
TP,4869,LUX,OPO
TP,4869,LYS,LIS
TP,4869,MAD,LIS
TP,4869,MAD,OPO
TP,4869,MAN,LIS
TP,4869,MRS,LIS
TP,4869,MUC,FAO
TP,4869,MUC,LIS
TP,4869,MXP,LIS
TP,4869,MXP,OPO
TP,4869,NCE,LIS
TP,4869,OPO,AMS
TP,4869,OPO,BCN
TP,4869,OPO,BRU
TP,4869,OPO,FCO
TP,4869,OPO,FNC
TP,4869,OPO,FRA
TP,4869,OPO,GVA
TP,4869,OPO,LGW
TP,4869,OPO,LIS
TP,4869,OPO,LUX
TP,4869,OPO,MAD
TP,4869,OPO,MXP
TP,4869,OPO,ORY
TP,4869,OPO,ZRH
TP,4869,ORY,LIS
TP,4869,ORY,OPO
TP,4869,OSL,LIS
TP,4869,OTP,LIS
TP,4869,PRG,LIS
TP,4869,PXO,LIS
TP,4869,SVQ,LIS
TP,4869,SXF,LIS
TP,4869,TLS,LIS
TP,4869,VCE,LIS
TP,4869,VIE,FNC
TP,4869,VIE,LIS
TP,4869,VLC,LIS
TP,4869,WAW,LIS
TP,4869,ZAG,BLQ
TP,4869,ZRH,LIS
TP,4869,ZRH,OPO
TS,1317,OPO,LIS
U2,2297,ABZ,LGW
U2,2297,ABZ,LTN
U2,2297,ADB,LGW
U2,2297,AGP,BFS
U2,2297,AGP,BRS
U2,2297,AGP,BSL
U2,2297,AGP,CDG
U2,2297,AGP,GLA
U2,2297,AGP,GVA
U2,2297,AGP,LGW
U2,2297,AGP,LPL
U2,2297,AGP,LTN
U2,2297,AGP,MAN
U2,2297,AGP,MXP
U2,2297,AGP,NCL
U2,2297,AGP,SEN
U2,2297,AGP,STN
U2,2297,AGP,SXF
U2,2297,AHO,MXP
U2,2297,AJA,BSL
U2,2297,AJA,CDG
U2,2297,AJA,GVA
U2,2297,AJA,LGW
U2,2297,AJA,LYS
U2,2297,ALC,BFS
U2,2297,ALC,BRS
U2,2297,ALC,BSL
U2,2297,ALC,EDI
U2,2297,ALC,GLA
U2,2297,ALC,GVA
U2,2297,ALC,LGW
U2,2297,ALC,LPL
U2,2297,ALC,LTN
U2,2297,ALC,MAN
U2,2297,ALC,NCL
U2,2297,ALC,SEN
U2,2297,AMS,BFS
U2,2297,AMS,BOD
U2,2297,AMS,BRS
U2,2297,AMS,BSL
U2,2297,AMS,EDI
U2,2297,AMS,FCO
U2,2297,AMS,GLA
U2,2297,AMS,GVA
U2,2297,AMS,LGW
U2,2297,AMS,LIS
U2,2297,AMS,LPL
U2,2297,AMS,LTN
U2,2297,AMS,MAN
U2,2297,AMS,MXP
U2,2297,AMS,NCL
U2,2297,AMS,PRG
U2,2297,AMS,SEN
U2,2297,AMS,STN
U2,2297,AMS,SXF
U2,2297,ARN,GVA
U2,2297,ATH,EDI
U2,2297,ATH,FCO
U2,2297,ATH,GVA
U2,2297,ATH,HAM
U2,2297,ATH,LGW
U2,2297,ATH,MAN
U2,2297,ATH,MXP
U2,2297,ATH,ORY
U2,2297,ATH,SXF
U2,2297,AYT,BSL
U2,2297,AYT,LGW
U2,2297,AYT,MAN
U2,2297,BCN,BFS
U2,2297,BCN,BRS
U2,2297,BCN,BSL
U2,2297,BCN,CDG
U2,2297,BCN,GVA
U2,2297,BCN,LGW
U2,2297,BCN,LPL
U2,2297,BCN,LTN
U2,2297,BCN,LYS
U2,2297,BCN,MXP
U2,2297,BCN,NCE
U2,2297,BCN,NCL
U2,2297,BCN,SEN
U2,2297,BCN,SXF
U2,2297,BDS,BSL
U2,2297,BDS,GVA
U2,2297,BDS,MXP
U2,2297,BEG,FCO
U2,2297,BEG,GVA
U2,2297,BEG,MXP
U2,2297,BES,LYS
U2,2297,BFS,AGP
U2,2297,BFS,ALC
U2,2297,BFS,AMS
U2,2297,BFS,BCN
U2,2297,BFS,BHX
U2,2297,BFS,BRS
U2,2297,BFS,CDG
U2,2297,BFS,EDI
U2,2297,BFS,FAO
U2,2297,BFS,GLA
U2,2297,BFS,KRK
U2,2297,BFS,LGW
U2,2297,BFS,LPL
U2,2297,BFS,LTN
U2,2297,BFS,MAN
U2,2297,BFS,MLA
U2,2297,BFS,NCE
U2,2297,BFS,NCL
U2,2297,BFS,PMI
U2,2297,BFS,STN
U2,2297,BGO,LGW
U2,2297,BHX,BFS
U2,2297,BIA,CDG
U2,2297,BIA,GVA
U2,2297,BIA,LGW
U2,2297,BIA,LYS
U2,2297,BIA,TLS
U2,2297,BIO,GVA
U2,2297,BIO,LIS
U2,2297,BIO,MAN
U2,2297,BIO,STN
U2,2297,BIQ,CDG
U2,2297,BJV,BRS
U2,2297,BJV,EDI
U2,2297,BJV,LGW
U2,2297,BJV,LPL
U2,2297,BJV,STN
U2,2297,BLQ,CDG
U2,2297,BLQ,LGW
U2,2297,BOD,AMS
U2,2297,BOD,BRS
U2,2297,BOD,BRU
U2,2297,BOD,BSL
U2,2297,BOD,GVA
U2,2297,BOD,LGW
U2,2297,BOD,LIL
U2,2297,BOD,LIS
U2,2297,BOD,LTN
U2,2297,BOD,LYS
U2,2297,BOD,MXP
U2,2297,BOD,NCE
U2,2297,BRI,CDG
U2,2297,BRI,LGW
U2,2297,BRI,MXP
U2,2297,BRS,AGP
U2,2297,BRS,ALC
U2,2297,BRS,AMS
U2,2297,BRS,BCN
U2,2297,BRS,BFS
U2,2297,BRS,BJV
U2,2297,BRS,BOD
U2,2297,BRS,CDG
U2,2297,BRS,CFU
U2,2297,BRS,CPH
U2,2297,BRS,DLM
U2,2297,BRS,EDI
U2,2297,BRS,FAO
U2,2297,BRS,FCO
U2,2297,BRS,FNC
U2,2297,BRS,GLA
U2,2297,BRS,GVA
U2,2297,BRS,HER
U2,2297,BRS,INV
U2,2297,BRS,KRK
U2,2297,BRS,LIS
U2,2297,BRS,MAD
U2,2297,BRS,MJV
U2,2297,BRS,NCE
U2,2297,BRS,NCL
U2,2297,BRS,PMI
U2,2297,BRS,PRG
U2,2297,BRS,PSA
U2,2297,BRS,SXF
U2,2297,BRS,TLS
U2,2297,BRU,BOD
U2,2297,BRU,BSL
U2,2297,BRU,GVA
U2,2297,BRU,LGW
U2,2297,BRU,LYS
U2,2297,BRU,MXP
U2,2297,BRU,NAP
U2,2297,BRU,NCE
U2,2297,BRU,SXF
U2,2297,BRU,TLS
U2,2297,BSL,AGP
U2,2297,BSL,AJA
U2,2297,BSL,ALC
U2,2297,BSL,AMS
U2,2297,BSL,AYT
U2,2297,BSL,BCN
U2,2297,BSL,BDS
U2,2297,BSL,BOD
U2,2297,BSL,BRU
U2,2297,BSL,BUD
U2,2297,BSL,CAG
U2,2297,BSL,CPH
U2,2297,BSL,CTA
U2,2297,BSL,DRS
U2,2297,BSL,EDI
U2,2297,BSL,FAO
U2,2297,BSL,FCO
U2,2297,BSL,HAM
U2,2297,BSL,KRK
U2,2297,BSL,LGW
U2,2297,BSL,LIS
U2,2297,BSL,MAD
U2,2297,BSL,MAN
U2,2297,BSL,MPL
U2,2297,BSL,NAP
U2,2297,BSL,NCE
U2,2297,BSL,NTE
U2,2297,BSL,OLB
U2,2297,BSL,OPO
U2,2297,BSL,PMI
U2,2297,BSL,PRN
U2,2297,BSL,SCQ
U2,2297,BSL,SKG
U2,2297,BSL,SPU
U2,2297,BSL,SVQ
U2,2297,BSL,SXF
U2,2297,BSL,TLS
U2,2297,BSL,VCE
U2,2297,BUD,BSL
U2,2297,BUD,CDG
U2,2297,BUD,GVA
U2,2297,BUD,LGW
U2,2297,BUD,LTN
U2,2297,BUD,SXF
U2,2297,CAG,BSL
U2,2297,CAG,GVA
U2,2297,CAG,MXP
U2,2297,CAG,STN
U2,2297,CAG,SXF
U2,2297,CDG,AGP
U2,2297,CDG,AJA
U2,2297,CDG,BCN
U2,2297,CDG,BFS
U2,2297,CDG,BIA
U2,2297,CDG,BIQ
U2,2297,CDG,BLQ
U2,2297,CDG,BRI
U2,2297,CDG,BRS
U2,2297,CDG,BUD
U2,2297,CDG,CPH
U2,2297,CDG,CTA
U2,2297,CDG,EDI
U2,2297,CDG,GLA
U2,2297,CDG,KRK
U2,2297,CDG,LGW
U2,2297,CDG,LIS
U2,2297,CDG,LPL
U2,2297,CDG,LTN
U2,2297,CDG,MAD
U2,2297,CDG,MXP
U2,2297,CDG,NAP
U2,2297,CDG,NCE
U2,2297,CDG,OPO
U2,2297,CDG,PRG
U2,2297,CDG,TLS
U2,2297,CDG,VCE
U2,2297,CFU,BRS
U2,2297,CFU,LGW
U2,2297,CFU,LTN
U2,2297,CFU,MAN
U2,2297,CGN,LGW
U2,2297,CHQ,LGW
U2,2297,CPH,BRS
U2,2297,CPH,BSL
U2,2297,CPH,CDG
U2,2297,CPH,EDI
U2,2297,CPH,FCO
U2,2297,CPH,GVA
U2,2297,CPH,HAM
U2,2297,CPH,LGW
U2,2297,CPH,MAN
U2,2297,CPH,MXP
U2,2297,CPH,STN
U2,2297,CPH,SXF
U2,2297,CTA,BSL
U2,2297,CTA,CDG
U2,2297,CTA,GVA
U2,2297,CTA,HAM
U2,2297,CTA,LGW
U2,2297,CTA,LTN
U2,2297,CTA,MAN
U2,2297,CTA,MXP
U2,2297,CTA,NAP
U2,2297,DBV,EDI
U2,2297,DBV,GVA
U2,2297,DBV,LGW
U2,2297,DBV,STN
U2,2297,DLM,BRS
U2,2297,DLM,EDI
U2,2297,DLM,LGW
U2,2297,DLM,MAN
U2,2297,DLM,STN
U2,2297,DRS,BSL
U2,2297,DTM,LTN
U2,2297,DUS,LGW
U2,2297,EDI,ALC
U2,2297,EDI,AMS
U2,2297,EDI,ATH
U2,2297,EDI,BFS
U2,2297,EDI,BJV
U2,2297,EDI,BRS
U2,2297,EDI,BSL
U2,2297,EDI,CDG
U2,2297,EDI,CPH
U2,2297,EDI,DBV
U2,2297,EDI,DLM
U2,2297,EDI,GVA
U2,2297,EDI,HAM
U2,2297,EDI,HER
U2,2297,EDI,KRK
U2,2297,EDI,LGW
U2,2297,EDI,LIS
U2,2297,EDI,LTN
U2,2297,EDI,LYS
U2,2297,EDI,MAD
U2,2297,EDI,MUC
U2,2297,EDI,MXP
U2,2297,EDI,NAP
U2,2297,EDI,NCE
U2,2297,EDI,PMI
U2,2297,EDI,PRG
U2,2297,EDI,SEN
U2,2297,EDI,STN
U2,2297,EDI,SXF
U2,2297,EFL,LGW
U2,2297,FAO,BFS
U2,2297,FAO,BRS
U2,2297,FAO,BSL
U2,2297,FAO,GLA
U2,2297,FAO,GVA
U2,2297,FAO,LGW
U2,2297,FAO,LPL
U2,2297,FAO,LTN
U2,2297,FAO,NCL
U2,2297,FAO,ORY
U2,2297,FAO,SEN
U2,2297,FCO,AMS
U2,2297,FCO,ATH
U2,2297,FCO,BEG
U2,2297,FCO,BRS
U2,2297,FCO,BSL
U2,2297,FCO,CPH
U2,2297,FCO,GVA
U2,2297,FCO,HAM
U2,2297,FCO,LGW
U2,2297,FCO,LIN
U2,2297,FCO,LYS
U2,2297,FCO,MXP
U2,2297,FCO,NCE
U2,2297,FCO,NTE
U2,2297,FCO,ORY
U2,2297,FCO,PMO
U2,2297,FCO,PRG
U2,2297,FCO,SKG
U2,2297,FCO,SXF
U2,2297,FCO,TLS
U2,2297,FNC,BRS
U2,2297,FNC,LGW
U2,2297,FNC,LIS
U2,2297,GIB,LGW
U2,2297,GLA,AGP
U2,2297,GLA,ALC
U2,2297,GLA,AMS
U2,2297,GLA,BFS
U2,2297,GLA,BRS
U2,2297,GLA,CDG
U2,2297,GLA,FAO
U2,2297,GLA,JER
U2,2297,GLA,KGS
U2,2297,GLA,LGW
U2,2297,GLA,LTN
U2,2297,GLA,PMI
U2,2297,GLA,STN
U2,2297,GLA,SXF
U2,2297,GVA,AGP
U2,2297,GVA,AJA
U2,2297,GVA,ALC
U2,2297,GVA,AMS
U2,2297,GVA,ARN
U2,2297,GVA,ATH
U2,2297,GVA,BCN
U2,2297,GVA,BDS
U2,2297,GVA,BEG
U2,2297,GVA,BIA
U2,2297,GVA,BIO
U2,2297,GVA,BOD
U2,2297,GVA,BRS
U2,2297,GVA,BRU
U2,2297,GVA,BUD
U2,2297,GVA,CAG
U2,2297,GVA,CPH
U2,2297,GVA,CTA
U2,2297,GVA,DBV
U2,2297,GVA,EDI
U2,2297,GVA,FAO
U2,2297,GVA,FCO
U2,2297,GVA,HER
U2,2297,GVA,IBZ
U2,2297,GVA,JMK
U2,2297,GVA,LGW
U2,2297,GVA,LIL
U2,2297,GVA,LIS
U2,2297,GVA,LPL
U2,2297,GVA,LTN
U2,2297,GVA,MAD
U2,2297,GVA,MAN
U2,2297,GVA,NAP
U2,2297,GVA,NCE
U2,2297,GVA,NTE
U2,2297,GVA,OLB
U2,2297,GVA,OPO
U2,2297,GVA,ORY
U2,2297,GVA,PMI
U2,2297,GVA,PRN
U2,2297,GVA,SCQ
U2,2297,GVA,SEN
U2,2297,GVA,SPU
U2,2297,GVA,SVQ
U2,2297,GVA,SXF
U2,2297,GVA,TLS
U2,2297,GVA,VCE
U2,2297,HAM,ATH
U2,2297,HAM,BSL
U2,2297,HAM,CPH
U2,2297,HAM,CTA
U2,2297,HAM,EDI
U2,2297,HAM,FCO
U2,2297,HAM,LGW
U2,2297,HAM,LTN
U2,2297,HAM,MAN
U2,2297,HAM,MXP
U2,2297,HAM,NAP
U2,2297,HAM,NCE
U2,2297,HAM,PMI
U2,2297,HAM,VCE
U2,2297,HER,BRS
U2,2297,HER,EDI
U2,2297,HER,GVA
U2,2297,HER,LGW
U2,2297,HER,LTN
U2,2297,HER,MAN
U2,2297,HER,MXP
U2,2297,HER,SXF
U2,2297,IBZ,GVA
U2,2297,IBZ,LGW
U2,2297,IBZ,LTN
U2,2297,IBZ,MXP
U2,2297,IBZ,SEN
U2,2297,IBZ,STN
U2,2297,INN,LGW
U2,2297,INV,BRS
U2,2297,INV,LGW
U2,2297,INV,LTN
U2,2297,IOM,LGW
U2,2297,IOM,LPL
U2,2297,JER,GLA
U2,2297,JER,LGW
U2,2297,JER,LPL
U2,2297,JER,NCL
U2,2297,JER,SEN
U2,2297,JMK,GVA
U2,2297,JMK,LGW
U2,2297,JMK,MAN
U2,2297,JMK,MXP
U2,2297,JTR,LGW
U2,2297,JTR,MAN
U2,2297,KGS,GLA
U2,2297,KGS,LGW
U2,2297,KLX,LGW
U2,2297,KRK,BFS
U2,2297,KRK,BRS
U2,2297,KRK,BSL
U2,2297,KRK,CDG
U2,2297,KRK,EDI
U2,2297,KRK,LGW
U2,2297,KRK,LPL
U2,2297,KRK,SEN
U2,2297,LEI,LGW
U2,2297,LGW,ABZ
U2,2297,LGW,ADB
U2,2297,LGW,AGP
U2,2297,LGW,AJA
U2,2297,LGW,ALC
U2,2297,LGW,AMS
U2,2297,LGW,ATH
U2,2297,LGW,AYT
U2,2297,LGW,BCN
U2,2297,LGW,BFS
U2,2297,LGW,BGO
U2,2297,LGW,BIA
U2,2297,LGW,BJV
U2,2297,LGW,BLQ
U2,2297,LGW,BOD
U2,2297,LGW,BRI
U2,2297,LGW,BRU
U2,2297,LGW,BSL
U2,2297,LGW,BUD
U2,2297,LGW,CDG
U2,2297,LGW,CFU
U2,2297,LGW,CGN
U2,2297,LGW,CHQ
U2,2297,LGW,CPH
U2,2297,LGW,CTA
U2,2297,LGW,DBV
U2,2297,LGW,DLM
U2,2297,LGW,DUS
U2,2297,LGW,EDI
U2,2297,LGW,EFL
U2,2297,LGW,FAO
U2,2297,LGW,FCO
U2,2297,LGW,FNC
U2,2297,LGW,GIB
U2,2297,LGW,GLA
U2,2297,LGW,GVA
U2,2297,LGW,HAM
U2,2297,LGW,HER
U2,2297,LGW,IBZ
U2,2297,LGW,INN
U2,2297,LGW,INV
U2,2297,LGW,IOM
U2,2297,LGW,JER
U2,2297,LGW,JMK
U2,2297,LGW,JTR
U2,2297,LGW,KGS
U2,2297,LGW,KLX
U2,2297,LGW,KRK
U2,2297,LGW,LEI
U2,2297,LGW,LIN
U2,2297,LGW,LIS
U2,2297,LGW,LUX
U2,2297,LGW,LYS
U2,2297,LGW,MAD
U2,2297,LGW,MAH
U2,2297,LGW,MJV
U2,2297,LGW,MLA
U2,2297,LGW,MPL
U2,2297,LGW,MRS
U2,2297,LGW,MUC
U2,2297,LGW,MXP
U2,2297,LGW,NAP
U2,2297,LGW,NCE
U2,2297,LGW,NCL
U2,2297,LGW,NTE
U2,2297,LGW,OLB
U2,2297,LGW,OPO
U2,2297,LGW,OTP
U2,2297,LGW,PMI
U2,2297,LGW,PMO
U2,2297,LGW,PRG
U2,2297,LGW,PSA
U2,2297,LGW,RHO
U2,2297,LGW,SCQ
U2,2297,LGW,SKG
U2,2297,LGW,SOF
U2,2297,LGW,SPU
U2,2297,LGW,SVQ
U2,2297,LGW,SXB
U2,2297,LGW,SXF
U2,2297,LGW,TLL
U2,2297,LGW,TLS
U2,2297,LGW,VCE
U2,2297,LGW,VIE
U2,2297,LGW,VLC
U2,2297,LGW,VRN
U2,2297,LGW,ZAG
U2,2297,LGW,ZRH
U2,2297,LGW,ZTH
U2,2297,LIL,BOD
U2,2297,LIL,GVA
U2,2297,LIL,NCE
U2,2297,LIL,TLS
U2,2297,LIN,FCO
U2,2297,LIN,LGW
U2,2297,LIN,ORY
U2,2297,LIS,AMS
U2,2297,LIS,BIO
U2,2297,LIS,BOD
U2,2297,LIS,BRS
U2,2297,LIS,BSL
U2,2297,LIS,CDG
U2,2297,LIS,EDI
U2,2297,LIS,FNC
U2,2297,LIS,GVA
U2,2297,LIS,LGW
U2,2297,LIS,LPL
U2,2297,LIS,LTN
U2,2297,LIS,LUX
U2,2297,LIS,LYS
U2,2297,LIS,MAD
U2,2297,LIS,MXP
U2,2297,LIS,NCE
U2,2297,LIS,SXF
